walk,17965,6621,698
walk,17962,6601,708
walk,17948,6578,747
walk,17946,6554,781
walk,17940,6530,812
walk,17925,6520,823
walk,17900,6520,825
walk,17880,6529,822
walk,17862,6543,826
walk,17839,6553,822
walk,17824,6551,821
walk,17806,6552,820
walk,17780,6573,814
walk,17753,6558,829
walk,17735,6547,826
walk,17705,6549,778
walk,17682,6562,768
walk,17663,6576,776
walk,17647,6579,771
walk,17627,6570,771
walk,17616,6552,773
walk,17613,6533,765
walk,17619,6518,759
walk,17619,6502,752
walk,17603,6488,756
walk,17569,6500,758
walk,17544,6496,769
walk,17533,6473,768
walk,17531,6462,768
walk,17540,6435,763
walk,17547,6426,762
walk,17558,6407,772
walk,17558,6390,798
walk,17560,6365,796
walk,17590,6354,809
walk,17615,6349,829
walk,17643,6357,832
walk,17651,6362,837
walk,17674,6374,837
walk,17695,6375,837
walk,17715,6370,836
walk,17726,6351,818
walk,17726,6333,795
walk,17723,6315,772
walk,17739,6294,768
walk,17739,6270,785
walk,17724,6262,778
walk,17692,6269,778
walk,17687,6279,789
walk,17702,6305,776
walk,17721,6323,782
walk,17728,6340,803
walk,17717,6364,835
walk,17699,6375,837
walk,17673,6372,838
walk,17637,6355,830
walk,17610,6348,828
walk,17569,6350,789
walk,17553,6327,761
walk,17562,6288,765
walk,17563,6276,772
walk,17547,6246,803
walk,17540,6243,815
walk,17524,6227,846
walk,17520,6206,878
walk,17549,6189,885
walk,17576,6185,890
walk,17592,6181,886
walk,17613,6193,885
walk,17594,6164,885
walk,17614,6146,886
walk,17642,6152,889
walk,17664,6172,880
walk,17681,6173,874
walk,17701,6157,865
walk,17721,6151,859
walk,17743,6155,860
walk,17760,6170,860
walk,17780,6187,835
walk,17801,6186,820
walk,17809,6161,828
walk,17847,6157,801
walk,17863,6166,801
walk,17867,6186,789
walk,17863,6198,785
walk,17847,6210,782
walk,17831,6230,763
walk,17825,6268,758
walk,17812,6298,762
walk,17807,6305,764
walk,17801,6322,766
walk,17808,6340,770
walk,17848,6348,776
walk,17872,6350,765
walk,17903,6346,795
walk,17922,6347,798
walk,17897,6397,798
walk,17888,6408,825
walk,17911,6393,818
walk,17935,6385,827
walk,17978,6398,794
walk,17986,6404,797
walk,17972,6394,794
walk,17966,6359,790
walk,17976,6302,781
walk,17978,6298,782
walk,17960,6296,792
walk,17931,6298,792
walk,17896,6296,782
walk,17884,6295,776
walk,17888,6310,770
walk,17898,6334,770
walk,17914,6341,797
walk,17925,6346,802
walk,17966,6344,784
walk,17989,6343,785
walk,17994,6342,784
walk,18030,6343,785
walk,18056,6345,786
walk,18069,6359,790
walk,18084,6370,795
walk,18103,6372,795
walk,18109,6370,798
walk,18121,6358,816
walk,18128,6342,821
walk,18136,6313,810
walk,18133,6310,812
walk,18114,6313,817
walk,18090,6303,817
walk,18083,6279,819
walk,18108,6250,803
walk,18119,6252,795
walk,18152,6254,790
walk,18173,6277,808
walk,18186,6284,807
walk,18200,6280,806
walk,18210,6268,808
walk,18206,6245,856
walk,18198,6224,857
walk,18190,6200,775
walk,18180,6168,684
walk,18187,6142,667
walk,18198,6119,668
walk,18201,6090,668
walk,18197,6082,668
walk,18142,6096,645
walk,18145,6115,645
walk,18151,6132,646
walk,18164,6137,645
walk,18200,6136,662
walk,18205,6131,662
walk,18224,6149,705
walk,18236,6155,711
walk,18232,6132,689
walk,18226,6107,710
walk,18224,6066,711
walk,18227,6048,711
walk,18232,6045,711
walk,18215,6050,711
walk,18138,6042,676
walk,18141,6059,676
walk,18142,6097,645
walk,18145,6125,646
walk,18145,6143,647
walk,18148,6129,646
walk,18143,6082,645
walk,18148,6074,648
walk,18177,6079,659
walk,18247,6097,711
walk,18287,6100,714
walk,18313,6107,719
walk,18324,6118,720
walk,18340,6128,721
walk,18364,6128,722
walk,18375,6120,723
walk,18377,6089,734
walk,18378,6079,756
walk,18373,6056,783
walk,18402,6062,785
walk,18420,6052,794
walk,18419,6039,796
walk,18414,6024,798
walk,18410,6015,798
walk,18401,5998,795
walk,18372,5988,798
walk,18352,5999,798
walk,18338,6013,796
walk,18314,6028,796
walk,18305,6011,798
walk,18302,6009,798
walk,18292,5986,798
walk,18301,5959,797
walk,18320,5945,799
walk,18325,5927,801
walk,18332,5898,819
walk,18336,5871,804
walk,18314,5850,804
walk,18298,5877,820
walk,18291,5887,819
walk,18304,5873,820
walk,18329,5893,819
walk,18327,5932,801
walk,18308,5958,797
walk,18292,5981,798
walk,18294,5980,798
walk,18300,6004,798
walk,18317,6026,796
walk,18328,6022,796
walk,18346,6006,797
walk,18369,5992,797
walk,18390,5993,796
walk,18413,6021,798
