walk,-5127,2878,180
walk,-5101,2873,180
walk,-5118,2898,179
walk,-5183,2877,192
walk,-5228,2887,180
walk,-5234,2887,180
walk,-5237,2887,180
walk,-5270,2887,180
walk,-5301,2888,180
walk,-5331,2891,180
walk,-5366,2893,180
walk,-5399,2893,180
walk,-5434,2879,167
walk,-5486,2852,142
walk,-5519,2830,134
walk,-5553,2804,162
walk,-5582,2778,230
walk,-5609,2750,256
walk,-5647,2717,273
walk,-5670,2697,306
walk,-5694,2702,289
walk,-5721,2672,284
walk,-5742,2643,273
walk,-5759,2602,291
walk,-5764,2569,262
walk,-5773,2533,252
walk,-5786,2494,169
walk,-5795,2484,174
walk,-5808,2485,175
walk,-5832,2488,158
walk,-5853,2491,156
walk,-5870,2493,166
walk,-5911,2493,175
walk,-5964,2475,175
walk,-6006,2457,168
walk,-6050,2441,179
walk,-6087,2429,180
walk,-6129,2417,180
walk,-6160,2411,180
walk,-6213,2407,169
walk,-6170,2410,180
walk,-6195,2410,177
walk,-6227,2411,169
walk,-6265,2408,180
walk,-6305,2404,186
walk,-6326,2403,195
walk,-6348,2401,212
walk,-6391,2399,266
walk,-6427,2397,278
walk,-6479,2396,233
walk,-6521,2398,234
walk,-6584,2399,199
walk,-6633,2399,190
walk,-6683,2400,190
walk,-6728,2400,202
walk,-6773,2401,226
walk,-6827,2402,224
walk,-6871,2397,212
walk,-6875,2398,209
walk,-6915,2396,198
walk,-6959,2395,181
walk,-6997,2392,180
walk,-7041,2385,180
walk,-7073,2381,179
walk,-7116,2372,174
walk,-7146,2365,180
walk,-7184,2330,305
walk,-7205,2329,387
walk,-7231,2327,440
walk,-7276,2318,552
walk,-7294,2312,575
walk,-7336,2295,467
walk,-7367,2283,495
walk,-7394,2272,509
walk,-7413,2266,513
walk,-7446,2268,383
walk,-7467,2296,399
walk,-7495,2331,326
walk,-7507,2346,341
walk,-7538,2370,294
walk,-7561,2384,309
walk,-7589,2394,271
walk,-7612,2403,257
walk,-7651,2415,213
walk,-7674,2416,220
walk,-7716,2414,180
walk,-7755,2409,180
walk,-7798,2397,200
walk,-7812,2391,251
walk,-7847,2374,195
walk,-7883,2358,166
walk,-7907,2339,212
walk,-7943,2331,180
walk,-7977,2323,187
walk,-8013,2315,194
walk,-8050,2314,197
walk,-8088,2314,181
walk,-8132,2314,171
walk,-8152,2316,163
walk,-8186,2317,114
walk,-8219,2316,96
walk,-8260,2315,66
walk,-8296,2313,65
walk,-8334,2308,67
walk,-8367,2304,73
walk,-8397,2300,59
walk,-8420,2296,29
walk,-8461,2290,8
walk,-8502,2282,16
walk,-8558,2274,0
walk,-8604,2265,0
walk,-8626,2260,24
walk,-8655,2254,25
walk,-8689,2241,-1
walk,-8702,2217,-9
walk,-8699,2209,-9
teleport,Pirate Morgun,Harbor Manager Marwa
walk,-16581,353,584
walk,-16605,344,634
walk,-16608,320,711
walk,-16608,303,740
walk,-16609,265,740
walk,-16608,235,740
walk,-16608,218,741
walk,-16609,197,769
walk,-16609,169,823
walk,-16609,155,835
walk,-16609,129,843
walk,-16609,105,908
walk,-16610,80,926
walk,-16609,53,926
walk,-16608,32,925
walk,-16605,14,925
walk,-16598,1,930
