walk,17992,3827,-257
walk,17977,3837,-257
walk,17968,3849,-256
walk,17958,3871,-257
walk,17960,3885,-256
walk,17991,3897,-256
walk,18022,3906,-256
walk,18039,3905,-254
walk,18064,3894,-316
walk,18103,3877,-396
walk,18148,3858,-402
walk,18184,3840,-409
walk,18182,3851,-409
walk,18188,3827,-409
walk,18191,3809,-409
walk,18215,3810,-411
walk,18238,3813,-409
walk,18218,3841,-409
walk,18236,3850,-409
walk,18232,3875,-409
walk,18230,3899,-409
walk,18228,3916,-409
walk,18227,3939,-409
walk,18223,3969,-409
walk,18217,4004,-409
walk,18191,4002,-411
walk,18161,4000,-409
walk,18163,3971,-409
walk,18185,3970,-409
walk,18193,3972,-406
walk,18197,3945,-411
walk,18171,3939,-409
walk,18175,3909,-409
walk,18178,3877,-409
walk,18175,3858,-409
walk,18156,3857,-395
walk,18082,3887,-360
walk,18051,3901,-276
walk,18021,3911,-256
walk,17991,3898,-256
walk,17961,3889,-256
walk,17943,3891,-256
walk,17921,3909,-257
walk,17898,3940,-256
walk,17889,3960,-256
walk,17897,3981,-280
walk,17909,4014,-390
walk,17925,4056,-504
walk,17936,4084,-549
walk,17948,4114,-557
walk,17959,4138,-558
walk,17979,4153,-557
walk,17980,4140,-558
walk,18004,4124,-558
walk,18019,4142,-559
walk,17998,4158,-557
walk,17974,4176,-559
walk,18033,4169,-558
walk,18015,4181,-558
walk,17990,4200,-558
walk,17964,4220,-558
walk,17933,4240,-558
walk,17908,4258,-558
walk,17885,4275,-558
walk,17867,4254,-559
walk,17889,4238,-555
walk,17852,4229,-558
walk,17878,4212,-558
walk,17899,4197,-558
walk,17928,4177,-558
walk,17947,4165,-558
walk,17962,4158,-558
walk,17990,4173,-555
walk,18003,4183,-558
walk,18007,4187,-558
walk,18017,4195,-558
walk,18019,4197,-558
walk,18022,4199,-552
walk,18028,4203,-544
walk,18040,4209,-545
walk,18044,4209,-544
walk,18059,4213,-543
walk,18069,4216,-542
walk,18084,4220,-539
walk,18096,4223,-534
walk,18107,4226,-529
walk,18128,4231,-505
walk,18138,4234,-483
walk,18156,4238,-443
walk,18166,4240,-418
walk,18195,4257,-409
walk,18209,4240,-409
walk,18222,4219,-409
walk,18242,4233,-411
walk,18268,4251,-409
walk,18253,4269,-409
walk,18232,4259,-409
walk,18213,4284,-411
walk,18232,4296,-409
walk,18217,4325,-409
walk,18211,4335,-409
walk,18196,4356,-409
walk,18180,4379,-409
walk,18163,4401,-409
walk,18142,4391,-411
walk,18118,4376,-409
walk,18131,4353,-409
walk,18151,4364,-409
walk,18170,4342,-411
walk,18150,4324,-409
walk,18166,4302,-409
walk,18174,4290,-409
walk,18188,4275,-409
walk,18202,4268,-408
walk,18226,4271,-406
walk,18233,4274,-409
walk,18248,4279,-409
walk,18258,4283,-409
walk,18265,4286,-404
walk,18277,4287,-396
walk,18300,4286,-434
walk,18308,4284,-440
walk,18316,4282,-445
walk,18330,4280,-450
walk,18341,4278,-451
walk,18359,4275,-448
walk,18367,4273,-443
walk,18377,4271,-433
walk,18392,4269,-411
walk,18395,4268,-405
walk,18402,4267,-392
walk,18411,4264,-378
walk,18420,4262,-374
walk,18443,4254,-374
walk,18468,4255,-374
walk,18491,4257,-374
walk,18507,4255,-374
walk,18504,4235,-374
walk,18481,4228,-396
walk,18459,4227,-396
walk,18437,4230,-386
walk,18415,4224,-374
walk,18419,4203,-374
walk,18446,4208,-396
walk,18471,4214,-396
walk,18492,4219,-396
walk,18512,4222,-374
walk,18527,4206,-374
walk,18511,4184,-374
walk,18489,4166,-374
walk,18470,4152,-374
walk,18455,4138,-374
walk,18486,4132,-374
walk,18518,4147,-374
walk,18536,4156,-374
walk,18510,4085,-373
walk,18501,4039,-401
walk,18490,3986,-382
walk,18488,3976,-371
walk,18481,3935,-317
walk,18476,3910,-239
walk,18474,3895,-218
walk,18478,3880,-229
walk,18498,3871,-229
walk,18507,3870,-229
walk,18512,3877,-229
walk,18482,3846,-229
walk,18471,3830,-229
walk,18457,3817,-229
walk,18445,3807,-229
walk,18433,3791,-229
walk,18414,3767,-229
walk,18396,3745,-229
walk,18411,3729,-229
walk,18427,3744,-229
walk,18435,3755,-229
walk,18456,3780,-229
walk,18477,3812,-226
walk,18486,3827,-229
walk,18487,3829,-229
walk,18493,3843,-229
walk,18500,3852,-226
walk,18505,3861,-229
walk,18511,3879,-225
walk,18520,3912,-229
walk,18523,3919,-229
walk,18544,3948,-229
